wjdartmouth/claude-desktop-buddy	https://github.com/wjdartmouth/claude-desktop-buddy	1	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
vijayamurugan27/claude-desktop-buddy	https://github.com/vijayamurugan27/claude-desktop-buddy	1	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
realDavy/claude-desktop-buddy	https://github.com/realDavy/claude-desktop-buddy	1	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
garan0613/claude-desktop-buddy	https://github.com/garan0613/claude-desktop-buddy	1	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
yolo2519/claude-desktop-buddy	https://github.com/yolo2519/claude-desktop-buddy	1	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
gula00/claude-desktop-buddy	https://github.com/gula00/claude-desktop-buddy	1	0	2026-04-21T12:35:30Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
Srdpersonal/buddy-S3-St7789	https://github.com/Srdpersonal/buddy-S3-St7789	1	0	2026-05-13T10:34:24Z	main	Switch to Esp32s3,   Add St7789 and removed M5 library so that you can run it on you own esp
loupdemon/claude-desktop-buddy	https://github.com/loupdemon/claude-desktop-buddy	1	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
kkbin505/claude-desktop-buddy	https://github.com/kkbin505/claude-desktop-buddy	1	0	2026-05-11T22:20:47Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
FradSer/claude-desktop-buddy	https://github.com/FradSer/claude-desktop-buddy	1	0	2026-04-22T06:21:04Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
JensRoland/claude-desktop-buddy-millennial-edition	https://github.com/JensRoland/claude-desktop-buddy-millennial-edition	1	0	2026-05-06T22:18:35Z	main	Claude Desktop Buddy firmware, Millennial Edition
richardkaplan/claude-desktop-buddy	https://github.com/richardkaplan/claude-desktop-buddy	1	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
lemikegao/claude-desktop-buddy	https://github.com/lemikegao/claude-desktop-buddy	0	0	2026-05-09T04:36:55Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
awesomelionel/claude-desktop-buddy-tft-feather	https://github.com/awesomelionel/claude-desktop-buddy-tft-feather	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
patrickvossler18/claude-desktop-buddy	https://github.com/patrickvossler18/claude-desktop-buddy	0	0	2026-04-26T04:49:48Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
XYLOHEAT/claude-desktop-buddy	https://github.com/XYLOHEAT/claude-desktop-buddy	0	0	2026-05-02T17:55:16Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
zhidong010/claude-desktop-buddy	https://github.com/zhidong010/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
saberone/claude-desktop-buddy	https://github.com/saberone/claude-desktop-buddy	0	0	2026-04-26T16:07:15Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
dalamber/claude-desktop-buddy	https://github.com/dalamber/claude-desktop-buddy	0	0	2026-04-26T11:48:29Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
mydazy/claude-desktop-buddy	https://github.com/mydazy/claude-desktop-buddy	0	0	2026-04-26T15:24:50Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
tju-wang/claude-desktop-buddy	https://github.com/tju-wang/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
lryain/claude-desktop-buddy	https://github.com/lryain/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
mfiumara/claude-desktop-buddy	https://github.com/mfiumara/claude-desktop-buddy	0	0	2026-04-28T20:08:21Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
tedchiu/claude-desktop-buddy	https://github.com/tedchiu/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
abweixx163com/claude-desktop-buddy	https://github.com/abweixx163com/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
atovk/claude-desktop-buddy	https://github.com/atovk/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
aduxhi/claude-desktop-buddy	https://github.com/aduxhi/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
Dids/claude-desktop-buddy	https://github.com/Dids/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
junmoxiao-cloud/claude-desktop-buddy	https://github.com/junmoxiao-cloud/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
jamesburton/claude-desktop-buddy	https://github.com/jamesburton/claude-desktop-buddy	0	0	2026-04-27T10:44:16Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
rotemrave/claude-desktop-buddy	https://github.com/rotemrave/claude-desktop-buddy	0	0	2026-04-27T11:37:26Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
woertedetiankong/claude-desktop-buddy	https://github.com/woertedetiankong/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
tsautier/claude-desktop-buddy	https://github.com/tsautier/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
shai66/claude-desktop-buddy	https://github.com/shai66/claude-desktop-buddy	0	0	2026-04-27T14:20:38Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
j-dixie/claude-desktop-buddy	https://github.com/j-dixie/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
shearerempower/claude-desktop-buddy	https://github.com/shearerempower/claude-desktop-buddy	0	0	2026-05-08T21:51:23Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
tinswzy/claude-desktop-buddy	https://github.com/tinswzy/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
andrew-le-mfv/claude-desktop-buddy	https://github.com/andrew-le-mfv/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
rexc-lab/claude-desktop-buddy-core2	https://github.com/rexc-lab/claude-desktop-buddy-core2	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
j0x7c4/claude-desktop-buddy	https://github.com/j0x7c4/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
pakubickii/claude-desktop-buddy-core2	https://github.com/pakubickii/claude-desktop-buddy-core2	0	0	2026-04-29T15:20:12Z	main	Fork for Core2 device. Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
zhehume/claude-desktop-buddy	https://github.com/zhehume/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
wyxpku/claude-desktop-buddy	https://github.com/wyxpku/claude-desktop-buddy	0	0	2026-05-07T17:04:56Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
moritalous/claude-desktop-buddy	https://github.com/moritalous/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
niceyangyizhi/claude-desktop-buddy	https://github.com/niceyangyizhi/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
Learner-EAi/claude-desktop-buddy	https://github.com/Learner-EAi/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
rayPopo/claude-desktop-buddy	https://github.com/rayPopo/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
calamity10110/ESP-IDF-claude-buddy	https://github.com/calamity10110/ESP-IDF-claude-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
matt-hensley/claude-desktop-buddy	https://github.com/matt-hensley/claude-desktop-buddy	0	0	2026-04-29T13:43:02Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
liquescentremedies/claude-desktop-buddy	https://github.com/liquescentremedies/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
nikai/claude-desktop-buddy	https://github.com/nikai/claude-desktop-buddy	0	0	2026-05-13T17:49:00Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
bling5630/claude-desktop-buddy	https://github.com/bling5630/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
sephxu/claude-desktop-buddy	https://github.com/sephxu/claude-desktop-buddy	0	1	2026-04-30T09:56:15Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
coltongraygg/claude-desktop-buddy	https://github.com/coltongraygg/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
tingyangxie/claude-desktop-buddy	https://github.com/tingyangxie/claude-desktop-buddy	0	0	2026-04-30T19:00:38Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
sanusiemmanuel/claude-desktop-buddy	https://github.com/sanusiemmanuel/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
verychao/claude-desktop-buddy	https://github.com/verychao/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
YingjieZhang31/claude-desktop-buddy	https://github.com/YingjieZhang31/claude-desktop-buddy	0	0	2026-05-02T14:13:10Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
vcheckk/claude-desktop-buddy	https://github.com/vcheckk/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
zhangxiaofan101/claude-desktop-buddy-fated	https://github.com/zhangxiaofan101/claude-desktop-buddy-fated	0	0	2026-05-02T13:17:32Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
davidjcode/claude-desktop-buddy	https://github.com/davidjcode/claude-desktop-buddy	0	0	2026-05-08T17:14:58Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
supermal/claude-desktop-buddy	https://github.com/supermal/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
captured-ventures/claude-buddy-plus	https://github.com/captured-ventures/claude-buddy-plus	0	0	2026-04-16T23:25:07Z	main	Extending Claude Desktop Buddy
Emberwhirl/claude-desktop-buddy	https://github.com/Emberwhirl/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
hankl/pi-agent-buddy	https://github.com/hankl/pi-agent-buddy	0	0	2026-05-04T04:49:19Z	main	Reference and an example for the Bluetooth API for makers in pi agent. Learn from claude desktop buddy
therealarnold666/claude-desktop-buddy-s3	https://github.com/therealarnold666/claude-desktop-buddy-s3	0	0	2026-05-14T19:20:40Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
liji3597/claude-desktop-buddy	https://github.com/liji3597/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
formp3/claude-desktop-buddy	https://github.com/formp3/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
lorismaz/claude-desktop-buddy	https://github.com/lorismaz/claude-desktop-buddy	0	0	2026-05-04T08:23:18Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
XXUZZWZ/claude-desktop-buddy	https://github.com/XXUZZWZ/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
Supowang/claude-desktop-buddy	https://github.com/Supowang/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
Aquahoodjd/claude-desktop-buddy	https://github.com/Aquahoodjd/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
goodhamgupta/claude-desktop-buddy	https://github.com/goodhamgupta/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
donaldkleinhen/claude-desktop-buddy	https://github.com/donaldkleinhen/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
fengjungd/claude-desktop-buddy	https://github.com/fengjungd/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
firmwarelab-us/claude-desktop-buddy	https://github.com/firmwarelab-us/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
brikerr/claude-desktop-buddy	https://github.com/brikerr/claude-desktop-buddy	0	0	2026-05-17T16:52:42Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
OfryL/claude-desktop-buddy	https://github.com/OfryL/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
xchen629/claude-desktop-buddy	https://github.com/xchen629/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
stephenfeather/claude-desktop-buddy	https://github.com/stephenfeather/claude-desktop-buddy	0	0	2026-05-17T14:54:00Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop (this repo is to clean up support for the ESP32 S3)
skitzo2000/claude-desktop-buddy	https://github.com/skitzo2000/claude-desktop-buddy	0	0	2026-05-19T18:20:48Z	cyd	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
abdallahnatsheh/claude-desktop-buddy	https://github.com/abdallahnatsheh/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
subagentceo/claude-desktop-buddy	https://github.com/subagentceo/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	FORKED;  Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
369neri/claude-desktop-buddy	https://github.com/369neri/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
mrjoneswtf/claude-desktop-buddy	https://github.com/mrjoneswtf/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
markwjkelly/claude-desktop-buddy	https://github.com/markwjkelly/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
tmvanetten/claude-desktop-buddy	https://github.com/tmvanetten/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
ilnotocarlos/claude-desktop-buddy	https://github.com/ilnotocarlos/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
shelbeely/claude-desktop-buddy	https://github.com/shelbeely/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
robertcedwards/claude-desktop-buddy	https://github.com/robertcedwards/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
weihaoo/claude-desktop-buddy	https://github.com/weihaoo/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
terms2k/claude-desktop-buddy	https://github.com/terms2k/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
1245827106-hub/claude-desktop-buddy	https://github.com/1245827106-hub/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
maidang-xing/claude-desktop-buddy	https://github.com/maidang-xing/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
Chaosequals/claude-desktop-buddy	https://github.com/Chaosequals/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
AgiSuqin/claude-desktop-buddy	https://github.com/AgiSuqin/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
titimoby/claude-desktop-buddy	https://github.com/titimoby/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
lcolok/claude-desktop-buddy	https://github.com/lcolok/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
GQAdonis/claude-desktop-buddy	https://github.com/GQAdonis/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
scottorogers/claude-desktop-buddy	https://github.com/scottorogers/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
DocLM/claude-desktop-buddy-cplus2	https://github.com/DocLM/claude-desktop-buddy-cplus2	0	1	2026-04-21T19:26:47Z	main	Unofficial M5StickC Plus 2 port of anthropics/claude-desktop-buddy — Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
pikachudratini/claude-desktop-buddy	https://github.com/pikachudratini/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
supaplextor/claude-desktop-buddy	https://github.com/supaplextor/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
zhubinsheng/android-claude-desktop-buddy	https://github.com/zhubinsheng/android-claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
BenLJM/ai-desktop-buddy	https://github.com/BenLJM/ai-desktop-buddy	0	0	2026-04-23T11:37:59Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
teuteuguy/claude-desktop-buddy	https://github.com/teuteuguy/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
jaot92/claude-desktop-buddy	https://github.com/jaot92/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
fhbillwer/claude-desktop-buddy	https://github.com/fhbillwer/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
EricGuWeihong/claude-desktop-buddy	https://github.com/EricGuWeihong/claude-desktop-buddy	0	0	2026-05-06T17:05:00Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
BubblePtr/claude-desktop-buddy	https://github.com/BubblePtr/claude-desktop-buddy	0	0	2026-04-24T02:09:19Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
4cos90/claude-desktop-buddy	https://github.com/4cos90/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
SnowWarri0r/claude-desktop-buddy	https://github.com/SnowWarri0r/claude-desktop-buddy	0	0	2026-05-09T14:49:37Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
blav/claude-desktop-buddy	https://github.com/blav/claude-desktop-buddy	0	0	2026-04-22T21:07:50Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
Apex-Nerd-Labs/claude-desktop-buddy	https://github.com/Apex-Nerd-Labs/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
fatwang2/claude-desktop-buddy	https://github.com/fatwang2/claude-desktop-buddy	0	0	2026-04-23T02:47:18Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
nastyvirgin/claude-desktop-buddy	https://github.com/nastyvirgin/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
missgusan/claude-desktop-buddy	https://github.com/missgusan/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
mohit109/claude-desktop-buddy	https://github.com/mohit109/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
13588478764/claude-desktop-buddy	https://github.com/13588478764/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
defibpads/claude-desktop-buddy	https://github.com/defibpads/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
Happenmass/claude-desktop-buddy	https://github.com/Happenmass/claude-desktop-buddy	0	0	2026-04-23T13:00:50Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
eduardoddddddd/claude-desktop-buddy	https://github.com/eduardoddddddd/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
ahmedelakkad/claude-desktop-buddy	https://github.com/ahmedelakkad/claude-desktop-buddy	0	0	2026-04-16T23:25:07Z	main	Reference and an example for the Bluetooth API for makers in Claude Cowork & Claude Code Desktop
